Document Number,Document Date,Document Type,Item Number,Item Description,U Of M,TRX QTY,Unit Cost,Extended Cost,TRX Location,Transfer To Location,Document Status
5851,02/27/2023,Transfer,J-56101,Sunity HJelly 3cupsx215g Original,CASE,180,16.008,2881.44,1,2,Posted
5851,02/27/2023,Transfer,J-56103,Sunity HJelly 3cupsx215gRSugarChry,CASE,60,16.008,960.48,1,2,Posted
5851,02/27/2023,Transfer,J-56104,Sunity HJelly 3cupsx215gRSLilyB,CASE,60,16.008,960.48,1,2,Posted
5851,02/27/2023,Transfer,J-56105,Sunity HJelly 3cupsx215gRSLotusSd,CASE,60,16.008,960.48,1,2,Posted
5851,02/27/2023,Transfer,C-70113,Panax GSG Extm 30x10cc(SS Box),CASE,36,111,3996,1,2,Posted
5851,02/27/2023,Transfer,D-04036,POP In Ginger H Cytl w/Plum 18gx10,CASE,40,37.404,1496.16,1,2,Posted
5851,02/27/2023,Transfer,D-41986,POP D Brown Sugar Ginger Honey Crystal,CASE,40,42.444,1697.76,1,2,Posted
5851,02/27/2023,Transfer,D-02007,"Dieter's Drink, 18 Tea Bags",CASE,60,58.752,3525.12,1,2,Posted
5851,02/27/2023,Transfer,D-19200,POP Organic BlackTea 1.8gx100##23,CASE,24,75.09,1802.16,1,2,Posted
5851,02/27/2023,Transfer,K-88051,K. Red GSG Capsules 518mgx50,CASE,450,68.952,31028.4,1,2,Posted
5851,02/27/2023,Transfer,D-18200N,POP Organic White Tea 1.8gx100####FY24,CASE,48,69.45,3333.6,1,2,Posted
5851,02/27/2023,Transfer,D-15100N,POP Oolong Tea 1.8gx100 (New)##23,CASE,72,36.6,2635.2,1,2,Posted
5852,03/06/2023,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,5000,0.052,260,1,3,Posted
5854,03/06/2023,Transfer,AC-B4SL,AM GSG Slices 4 oz Bag,BAG,120,11.351,1362.12,1,3,Posted
5854,03/06/2023,Transfer,AC-B6SL,AM GSG Slices 6 oz Bag,BAG,120,16.512,1981.39,1,3,Posted
5854,03/06/2023,Transfer,AC-SL4,"AM GSG Slices, 1/4 LB.",BOX,120,16.648,1997.7,1,3,Posted
5855,02/21/2023,Transfer,J-56041,Sunity HJ YgCoconut 390g Cup Original,CASE,90,17.059,1535.31,3,1,Posted
5855,02/21/2023,Transfer,J-56042,Sunity HJ YgCoconut 390g Cup Lime&Grapefruit,CASE,90,17.059,1535.31,3,1,Posted
5855,02/21/2023,Transfer,J-56043,Sunity HJ YgCoconut 390g Cup Peach&PassionFr.,CASE,90,17.059,1535.31,3,1,Posted
5855,02/21/2023,Transfer,F-04116,POP Ginger Chews Peanut Butter 4 oz (12ct/cs)####FY23,CASE,74,7.724,571.54,3,1,Posted
5855,02/21/2023,Transfer,F-12001,Walkers Highlanders 4.7oz #145,CASE,10,28.176,281.76,3,1,Posted
5855,02/21/2023,Transfer,F-12006,Walkers Assorted 5.6oz #1231##24,CASE,10,28.176,281.76,3,1,Posted
5855,02/21/2023,Transfer,D-13100N,POP Green Tea 1.8gx100 (NEW)##23,CASE,24,50.46,1211.04,3,1,Posted
5857,02/24/2023,Transfer,D-15100N,POP Oolong Tea 1.8gx100 (New)##23,CASE,48,36.6,1756.8,1,3,Posted
5857,02/24/2023,Transfer,D-14100N,POP Jasmine Tea 1.8gx100##24,CASE,24,47.28,1134.72,1,3,Posted
5857,02/24/2023,Transfer,D-13220N,POP Organic Green Tea 1.8gx20,CASE,30,16.2,486,1,3,Posted
5857,02/24/2023,Transfer,J-40136,POP Ins Matcha Latte 30gx12CT,CASE,350,37.254,13038.9,1,3,Posted
5857,02/24/2023,Transfer,D-18100N,POP White Tea 1.8gx100 (New)##24,CASE,24,47.28,1134.72,1,3,Posted
5857,02/24/2023,Transfer,D-18120N,POP White Tea 1.8gx20 (New),CASE,20,16.596,331.92,1,3,Posted
5857,02/24/2023,Transfer,M-41062,YNBY Toothpaste Wht 100g+30g Free##25,CASE,133,29.544,3929.35,1,3,Posted
5857,02/24/2023,Transfer,M-41066,YNBY Toothpaste Probio 100g+30g Free,CASE,266,32.436,8627.98,1,3,Posted
5857,02/24/2023,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,768,6.42,4930.56,1,3,Posted
5857,02/24/2023,Transfer,D-02007,"Dieter's Drink, 18 Tea Bags",CASE,60,58.752,3525.12,1,3,Posted
5857,02/24/2023,Transfer,A-62030,POP AM GSG I*Tea 3gx30,CASE,40,46.44,1857.6,1,3,Posted
5857,02/24/2023,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,152.364,13712.76,1,3,Posted
5857,02/24/2023,Transfer,D-04030,POP In Ginger H Cytl w/AM GSG 18gx10,CASE,40,38.448,1537.92,1,3,Posted
5857,02/24/2023,Transfer,D-04011,POP In Ginger Honey Cytl 18gx30,CASE,150,75.78,11367,1,3,Posted
5857,02/24/2023,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,384,7.74,2972.16,1,3,Posted
5858,02/27/2023,Transfer,D-19200,POP Organic BlackTea 1.8gx100##23,CASE,24,72.36,1736.64,3,2,Posted
5858,02/27/2023,Transfer,D-15220N,POP Organic Oolong Tea 1.8gx20,CASE,60,21.42,1285.2,3,2,Posted
5858,02/27/2023,Transfer,D-13200N,POP Organic Green Tea 1.8gx100####FY24,CASE,96,58.65,5630.4,3,2,Posted
5858,02/27/2023,Transfer,D-13100N,POP Green Tea 1.8gx100 (NEW)##23,CASE,24,50.46,1211.04,3,2,Posted
5859,02/21/2023,Transfer,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),CASE,891,7.335,6535.19,1,3,Posted
5859,02/21/2023,Transfer,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),CASE,321,7.476,2399.8,1,3,Posted
5859,02/21/2023,Transfer,F-04130,POP Ginger Chews Plus+ Original 3 oz,CASE,250,15.624,3906,1,3,Posted
5859,02/21/2023,Transfer,J-56101,Sunity HJelly 3cupsx215g Original,CASE,240,16.008,3841.92,1,3,Posted
5859,02/21/2023,Transfer,J-56103,Sunity HJelly 3cupsx215gRSugarChry,CASE,120,16.008,1920.96,1,3,Posted
5859,02/21/2023,Transfer,J-56104,Sunity HJelly 3cupsx215gRSLilyB,CASE,120,16.008,1920.96,1,3,Posted
5859,02/21/2023,Transfer,J-56105,Sunity HJelly 3cupsx215gRSLotusSd,CASE,120,16.008,1920.96,1,3,Posted
5860,02/28/2023,Transfer,T-32300,Tiger Balm Patch - Large,CASE,600,91.908,55144.8,3,2,Posted
5861,03/03/2023,Transfer,M-96100,Seirogan 100 Pills,CASE,12,405.9,4870.8,3,1,Posted
5861,03/03/2023,Transfer,M-96400,Seirogan 400 Pills,CASE,12,461.1,5533.2,3,1,Posted
5861,03/03/2023,Transfer,M-96036,Seirogan Toi A 36 Pills,CASE,5,285.24,1426.2,3,1,Posted
5861,03/03/2023,Transfer,D-13100N,POP Green Tea 1.8gx100 (NEW)##23,CASE,24,50.46,1211.04,3,1,Posted
5861,03/03/2023,Transfer,J-75001,MyKuali White Curry Noodle,CASE,216,25.344,5474.31,3,1,Posted
5861,03/03/2023,Transfer,F-04117,POP Ginger Chews Blood Orange 4 oz (12ct/cs),CASE,240,8.268,1984.32,3,1,Posted
5862,03/02/2023,Transfer,F-04073,POP Ginger Chews Mango 8 oz,CASE,2048,8.608,17629.18,2,1,Posted
5862,03/02/2023,Transfer,T-44030,Tiger Balm Muscle Gel Active 2 oz##FY25,CASE,42,138.06,5798.52,2,1,Posted
5862,03/02/2023,Transfer,C-70214,Beijing R/J W/B Pollen 30x10cc,CASE,20,89.232,1784.64,2,1,Posted
5863,03/09/2023,Transfer,P-ART-20GT,RT 20 Bags - Gold Tray,EACH,18000,0.118,2124,1,3,Posted
5863,03/09/2023,Transfer,P-ART-20BN,RT 20 Bags - Box (NEW),EACH,20100,0.198,3979.8,1,3,Posted
5863,03/09/2023,Transfer,P-AGZF,"AG Products Z Fold inserts 13.75""x4.5",EACH,30000,0.036,1080,1,3,Posted
5864,02/27/2023,Transfer,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,BAG,420,16.902,7098.68,1,2,Posted
5864,02/27/2023,Transfer,AC-SL4,"AM GSG Slices, 1/4 LB.",BOX,120,16.459,1975.08,1,2,Posted
5865,03/09/2023,Transfer,A-6125B,AM GSG RT/Jasmine T/b 1.8g - Bulk,EACH,39180,0.123,4819.14,1,2,Posted
5865,03/09/2023,Transfer,P-AGJ30B,Am gsg w/Jasmine tea 30 bag - Box,EACH,1200,0.228,273.6,1,2,Posted
5865,03/09/2023,Transfer,A-6123B,AM GSG RT/Chry T/b 1.8g  - Bulk,EACH,150000,0.092,13776.5,1,2,Posted
5865,03/09/2023,Transfer,P-AGC30B,AM GSG Chry Tea 30 bag - Box,EACH,5100,0.228,1162.8,1,2,Posted
5865,03/09/2023,Transfer,P-AGC60S,AM GSG Chry Tea 60 bag - Sleeve,EACH,3000,0.154,462.26,1,2,Posted
5865,03/09/2023,Transfer,A-6124B,AM GSG RT/Green T/b 1.8g - Bulk,EACH,24000,0.108,2592,1,2,Posted
5865,03/09/2023,Transfer,P-AGC-GTN,AG Flower Tea - Gold Tray (NEW)(AGC/G/J/R),EACH,5580,0.2,1116,1,2,Posted
5866,03/09/2023,Transfer,P-ART-20GT,RT 20 Bags - Gold Tray,EACH,10200,0.118,1203.6,1,2,Posted
5866,03/09/2023,Transfer,P-ART-20BN,RT 20 Bags - Box (NEW),EACH,10200,0.198,2019.6,1,2,Posted
5866,03/09/2023,Transfer,P-ART-40B,RT 40 Bags - Sleeve (A-61243),EACH,4200,0.148,621.6,1,2,Posted
5866,03/09/2023,Transfer,P-ART-30GT,RT 30 Tea Bag - Gold Tray,EACH,30000,0.124,3720,1,2,Posted
5866,03/09/2023,Transfer,P-ART-30B,RT 30 Tea Bag - Box (A-61230),EACH,31200,0.262,8174.4,1,2,Posted
5866,03/09/2023,Transfer,P-ART-60B,RT 60 Bags - Sleeve (A-61260),EACH,16200,0.202,3272.4,1,2,Posted
5866,03/09/2023,Transfer,P-AGZF,"AG Products Z Fold inserts 13.75""x4.5",EACH,20000,0.025,509.17,1,2,Posted
5866,03/09/2023,Transfer,P-AGC-B,Am Gsg Candies 1 lb bag - Red bag,EACH,2000,0.077,153.9,1,2,Posted
5867,03/09/2023,Transfer,A-6125B,AM GSG RT/Jasmine T/b 1.8g - Bulk,EACH,10000,0.123,1230,1,3,Posted
5867,03/09/2023,Transfer,P-AGJ30B,Am gsg w/Jasmine tea 30 bag - Box,EACH,850,0.228,193.8,1,3,Posted
5867,03/09/2023,Transfer,A-6123B,AM GSG RT/Chry T/b 1.8g  - Bulk,EACH,90000,0.091,8190,1,3,Posted
5867,03/09/2023,Transfer,P-AGC30B,AM GSG Chry Tea 30 bag - Box,EACH,1500,0.228,342,1,3,Posted
5867,03/09/2023,Transfer,P-AGC60S,AM GSG Chry Tea 60 bag - Sleeve,EACH,250,0.144,36,1,3,Posted
5867,03/09/2023,Transfer,P-AGC-GTN,AG Flower Tea - Gold Tray (NEW)(AGC/G/J/R),EACH,6120,0.2,1224,1,3,Posted
5869,03/07/2023,Transfer,AC-BK01,AM GSG Root Mixed In Bulk,LB,960,27.484,26384.38,1,3,Posted
5869,03/07/2023,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,5000,0.055,275.4,1,3,Posted
5869,03/07/2023,Transfer,P-AG-ZB4,POP Am Gsg Zip-lock Bag 4 oz,EACH,5000,0.061,305,1,3,Posted
5869,03/07/2023,Transfer,P-A4B-T,A-C GSG In Bag - Plastic Tray (4oz),EACH,5000,0.01,51.78,1,3,Posted
5870,03/06/2023,Transfer,T-44030,Tiger Balm Muscle Gel Active 2 oz##FY25,CASE,42,138.06,5798.52,2,3,Posted
5870,03/06/2023,Transfer,D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),CASE,144,43.776,6303.75,2,3,Posted
5870,03/06/2023,Transfer,C-70214,Beijing R/J W/B Pollen 30x10cc,CASE,30,89.232,2676.96,2,3,Posted
5871,03/09/2023,Transfer,P-GIN-S,Ginger Chews Shipper,EACH,680,28.921,19666.28,1,2,Posted
5872,03/13/2023,Transfer,F-04074,POP Ginger Chews Lychee 8 oz,CASE,784,7.904,6196.74,1,2,Posted
5872,03/13/2023,Transfer,C-70113,Panax GSG Extm 30x10cc(SS Box),CASE,180,111,19980,1,2,Posted
5872,03/13/2023,Transfer,C-70121,Red Panax GSG Extm 10x10cc,CASE,90,92.28,8305.2,1,2,Posted
5872,03/13/2023,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,180,102.936,18528.48,1,2,Posted
5872,03/13/2023,Transfer,C-70430,Ultra Gingko Plus 30x10cc,CASE,180,89.664,16139.52,1,2,Posted
5872,03/13/2023,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,50,57.276,2863.8,1,2,Posted
5873,03/13/2023,Transfer,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,BAG,210,16.902,3549.42,1,2,Posted
5873,03/13/2023,Transfer,AC-SL2,"AM GSG Slices, 1/2 LB.####FY23",BOX,48,29.216,1402.37,1,2,Posted
5873,03/13/2023,Transfer,AC-SL4,"AM GSG Slices, 1/4 LB.",BOX,120,17.329,2079.48,1,2,Posted
5873,03/13/2023,Transfer,AC-M34,"AM GSG M-3, 1/4 LB.##25",BOX,60,19.967,1198.04,1,2,Posted
5873,03/13/2023,Transfer,AC-M54,"AM GSG M-5, 1/4 LB.##25",BOX,24,21.596,518.31,1,2,Posted
5873,03/13/2023,Transfer,AC-M14,"AM GSG M-1, 1/4 LB.##25",BOX,48,14.923,716.3,1,2,Posted
5873,03/13/2023,Transfer,AC-L24,"AM GSG L-2, 1/4 LB.",BOX,36,21.625,778.5,1,2,Posted
5873,03/13/2023,Transfer,AC-L34,"AM GSG L-3, 1/4 LB.",BOX,36,20.315,731.35,1,2,Posted
5873,03/13/2023,Transfer,AC-L14,"AM GSG L-1, 1/4 LB.",BOX,36,16.313,587.27,1,2,Posted
5876,03/06/2023,Transfer,D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),CASE,144,34.02,4898.88,1,3,Posted
5876,03/06/2023,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,72,40.176,2892.68,1,3,Posted
5876,03/06/2023,Transfer,D-41986,POP D Brown Sugar Ginger Honey Crystal,CASE,40,42.444,1697.76,1,3,Posted
5876,03/06/2023,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,70,124.68,8727.6,1,3,Posted
5876,03/06/2023,Transfer,D-17100N,POP Pu-Erh Tea 1.8gx100 (New)##23,CASE,24,44.07,1057.68,1,3,Posted
5876,03/06/2023,Transfer,A-61117,AM GSG Candy 1 lb / Bag,CASE,108,59.818,6460.34,1,3,Posted
5876,03/06/2023,Transfer,F-04131,POP Ginger Chews Plus+ Lemon 3 oz,CASE,200,20.664,4132.8,1,3,Posted
5877,03/13/2023,Transfer,C-70121,Red Panax GSG Extm 10x10cc,CASE,45,87.54,3939.3,1,3,Posted
5877,03/13/2023,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,45,118.416,5328.72,1,3,Posted
5877,03/13/2023,Transfer,F-04131,POP Ginger Chews Plus+ Lemon 3 oz,CASE,200,20.664,4132.8,1,3,Posted
5877,03/13/2023,Transfer,J-31037,On Kee Abalone Snack Gift Set,CASE,210,182.94,38417.4,1,3,Posted
5877,03/13/2023,Transfer,T-31545,Tiger Balm 50G Ultra (10x4/cs),CASE,100,198.62,19862,1,3,Posted
5877,03/13/2023,Transfer,S-06011,Bee&Flower Sandalwood Soap 2.65 oz /Reg,CASE,128,40.9,5235.23,1,3,Posted
5877,03/13/2023,Transfer,S-06021,Bee&Flower Jasmine Soap 2.65 oz /Reg,CASE,64,41.563,2660.01,1,3,Posted
5877,03/13/2023,Transfer,S-06031,Bee&Flower Rose Soaps 2.65 oz /Reg,CASE,64,40.896,2617.34,1,3,Posted
5877,03/13/2023,Transfer,S-06060,Mixed Soap 2.65 oz /Reg####FY24,CASE,20,40.906,818.11,1,3,Posted
5877,03/13/2023,Transfer,S-06012,Bee&Flower Sandalwood Soap 4.4 oz /Large,CASE,35,63.216,2212.56,1,3,Posted
5877,03/13/2023,Transfer,D-04011,POP In Ginger Honey Cytl 18gx30,CASE,100,76.02,7602,1,3,Posted
5877,03/13/2023,Transfer,C-70430,Ultra Gingko Plus 30x10cc,CASE,45,89.664,4034.88,1,3,Posted
5877,03/13/2023,Transfer,D-18220N,POP Organic White Tea 1.8gx20,CASE,20,18.144,362.88,1,3,Posted
5877,03/13/2023,Transfer,F-04130,POP Ginger Chews Plus+ Original 3 oz,CASE,200,15.624,3124.8,1,3,Posted
5880,03/10/2023,Transfer,J-72805,Sunny Fruit Organic Mulberries 5.3 oz,CASE,25,38.88,972,2,3,Posted
5880,03/10/2023,Transfer,J-72801,Sunny Fruit Organic Dried Figs 8.8oz##25,CASE,20,38.88,777.6,2,3,Posted
5880,03/10/2023,Transfer,J-72802,Sunny Fruit Organic Dried Apricots 8.8oz##25,CASE,30,38.88,1166.4,2,3,Posted
5880,03/10/2023,Transfer,J-72803,Sunny Fruit Organic Pitted Dates 8.8oz##25,CASE,20,38.88,777.6,2,3,Posted
5880,03/10/2023,Transfer,D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),CASE,144,43.776,6303.75,2,3,Posted
5880,03/10/2023,Transfer,F-10926,Loacker Tortina 21gx6x72 Shipper(3-Flv),CASE,20,215.942,4318.84,2,3,Posted
5880,03/10/2023,Transfer,F-10927,Loacker Tortina (3-Flv) 21gx72 Shipper,CASE,20,215.942,4318.84,2,3,Posted
5882,03/13/2023,Transfer,M-70080,DH Reishi Caps 280mgx60,BOX,120,11.145,1337.4,2,1,Posted
5884,03/13/2023,Transfer,D-18100N,POP White Tea 1.8gx100 (New)##24,CASE,24,47.28,1134.72,1,2,Posted
5884,03/13/2023,Transfer,A-61260,AM GSG RT Tea 60 Bags##24,CASE,64,253.639,16232.92,1,2,Posted
5884,03/13/2023,Transfer,A-61117,AM GSG Candy 1 lb / Bag,CASE,180,59.818,10767.24,1,2,Posted
5884,03/13/2023,Transfer,J-31037,On Kee Abalone Snack Gift Set,CASE,140,182.94,25611.6,1,2,Posted
5884,03/13/2023,Transfer,J-31046,On Kee Abalone (4's) FreeGift,CASE,96,0.756,72.57,1,2,Posted
5887,03/20/2023,Transfer,F-04075,POP Ginger Chews Blood Orange 8 oz,CASE,336,7.96,2674.56,1,2,Posted
5887,03/20/2023,Transfer,C-70050,Red Ginseng R/Jelly 10x10cc,CASE,56,111.3,6232.8,1,2,Posted
5887,03/20/2023,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,140,124.68,17455.2,1,2,Posted
5887,03/20/2023,Transfer,D-03055N,POP HT Detox 1.8gx18 (NEW),CASE,396,20.472,8106.91,1,2,Posted
5887,03/20/2023,Transfer,D-03063,POP HT ENERGY 1.8gx18,CASE,125,35.556,4444.5,1,2,Posted
5887,03/20/2023,Transfer,J-55503N,Cam NZ Manuka UMF10+ Honey 500g,CASE,5,247.356,1236.78,1,2,Posted
5887,03/20/2023,Transfer,S-06011,Bee&Flower Sandalwood Soap 2.65 oz /Reg,CASE,192,40.896,7852.04,1,2,Posted
5887,03/20/2023,Transfer,F-11178A,POP Honey Loquat Candy 178g,CASE,98,79.872,7827.46,1,2,Posted
5888,03/23/2023,Transfer,P-AG-ZB8,POP Am Gsg Zip-lock Bag 8 oz,EACH,800,0.11,87.79,1,2,Posted
5889,03/13/2023,Transfer,F-50139,Gavottes Crepes 500g,CASE,350,65.43,22900.5,3,1,Posted
5889,03/13/2023,Transfer,F-50143,Gavottes Rolled Wafer 990g####FY23,CASE,200,40.968,8193.6,3,1,Posted
5891,03/13/2023,Transfer,D-14200N,POP Organic Jasmine Tea 1.8gx100##23,CASE,48,73.02,3504.96,1,2,Posted
5892,03/16/2023,Transfer,F-04130,POP Ginger Chews Plus+ Original 3 oz,CASE,100,15.624,1562.4,1,3,Posted
5892,03/16/2023,Transfer,F-50137N,Gavottes Wafer w/cho&hzlnut 90g(10/cs)####FY24,CASE,15,15.68,235.2,1,3,Posted
5892,03/16/2023,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,140,75.16,10522.4,1,3,Posted
5892,03/16/2023,Transfer,F-50141,Gavottes Crepes 186g(#017097)####FY23,CASE,16,54.376,870.01,1,3,Posted
5892,03/16/2023,Transfer,F-50142,Gavottes Dark.Cho.Crepes 180g(#017094)####FY23,CASE,16,55.048,880.77,1,3,Posted
5892,03/16/2023,Transfer,F-50145,Gavottes Crepes Dentelle 125g #011019##24,CASE,40,28.938,1157.52,1,3,Posted
5892,03/16/2023,Transfer,D-02030,PG Ban Lan Gen 10's,CASE,40,20.652,826.08,1,3,Posted
5892,03/16/2023,Transfer,D-04011,POP In Ginger Honey Cytl 18gx30,CASE,100,76.02,7602,1,3,Posted
5892,03/16/2023,Transfer,D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,CASE,100,55.59,5559,1,3,Posted
5892,03/16/2023,Transfer,C-70330,Ginkgo & Red GSG Ext 30x10cc,CASE,90,99.432,8948.88,1,3,Posted
5892,03/16/2023,Transfer,D-41986,POP D Brown Sugar Ginger Honey Crystal,CASE,40,42.444,1697.76,1,3,Posted
5893,06/30/2023,Transfer,AC-B6SL,AM GSG Slices 6 oz Bag,BAG,3,19.02,57.06,1,1,Posted
5894,03/28/2023,Transfer,F-50143,Gavottes Rolled Wafer 990g####FY23,CASE,200,40.968,8193.6,3,2,Posted
5894,03/28/2023,Transfer,D-03053,POP HT Blood Sugar 1.8gx18,CASE,375,19.932,7474.5,3,2,Posted
5895,03/21/2023,Transfer,D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),CASE,144,43.776,6303.75,2,1,Posted
5895,03/21/2023,Transfer,C-70330,Ginkgo & Red GSG Ext 30x10cc,CASE,52,98.736,5134.28,2,1,Posted
5897,03/23/2023,Transfer,S-06021,Bee&Flower Jasmine Soap 2.65 oz /Reg,CASE,32,40.896,1308.67,1,2,Posted
5897,03/23/2023,Transfer,S-06031,Bee&Flower Rose Soaps 2.65 oz /Reg,CASE,72,40.896,2944.51,1,2,Posted
5897,03/23/2023,Transfer,S-06060,Mixed Soap 2.65 oz /Reg####FY24,CASE,10,40.896,408.96,1,2,Posted
5897,03/23/2023,Transfer,S-06012,Bee&Flower Sandalwood Soap 4.4 oz /Large,CASE,28,63.216,1770.04,1,2,Posted
5897,03/23/2023,Transfer,F-50146,Gavottes Ass't Dessert 100g #050300##24,CASE,40,19.968,798.72,1,2,Posted
5897,03/23/2023,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,162,38.808,6286.9,1,2,Posted
5897,03/23/2023,Transfer,C-70113,Panax GSG Extm 30x10cc(SS Box),CASE,84,111.816,9392.55,1,2,Posted
5903,03/20/2023,Transfer,F-04131,POP Ginger Chews Plus+ Lemon 3 oz,CASE,200,20.664,4132.8,1,2,Posted
5903,03/20/2023,Transfer,F-04130,POP Ginger Chews Plus+ Original 3 oz,CASE,200,15.624,3124.8,1,2,Posted
5904,03/20/2023,Transfer,A-61260,AM GSG RT Tea 60 Bags##24,CASE,48,251.448,12069.5,1,2,Posted
5905,03/23/2023,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,50,153.84,7692,1,3,Posted
5905,03/23/2023,Transfer,C-70021,Panax GSG Extm 30x10cc (Pine),CASE,42,99,4158,1,3,Posted
5905,03/23/2023,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,35,124.68,4363.8,1,3,Posted
5905,03/23/2023,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,45,123.888,5574.96,1,3,Posted
5905,03/23/2023,Transfer,D-04011,POP In Ginger Honey Cytl 18gx30,CASE,150,76.02,11403,1,3,Posted
5905,03/23/2023,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,108,40.176,4339.01,1,3,Posted
5906,03/28/2023,Transfer,A-61150,AM GSG Candy 6 oz Bag,CASE,120,39.48,4737.6,2,3,Posted
5906,03/28/2023,Transfer,F-04008,POP Ginger Chews Peanut Butter 1 lb Bulk####FY23,CASE,140,31.308,4383.12,2,3,Posted
5906,03/28/2023,Transfer,F-04056,POP Ginger Chews Orange 4 oz##24,CASE,384,25.48,9784.32,2,3,Posted
5906,03/28/2023,Transfer,F-04006,POP Ginger Chews Lychee 1 lb Bulk,CASE,70,27.456,1921.92,2,3,Posted
5907,03/31/2023,Transfer,D-03006,PG Heart Mate Tea 1.8gx10,CASE,40,15.3,612,1,2,Posted
5907,03/31/2023,Transfer,D-15100N,POP Oolong Tea 1.8gx100 (New)##23,CASE,24,36.6,878.4,1,2,Posted
5907,03/31/2023,Transfer,D-13100N,POP Green Tea 1.8gx100 (NEW)##23,CASE,24,50.46,1211.04,1,2,Posted
5907,03/31/2023,Transfer,D-17100N,POP Pu-Erh Tea 1.8gx100 (New)##23,CASE,24,44.07,1057.68,1,2,Posted
5907,03/31/2023,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,72,150.7,10850.4,1,2,Posted
5907,03/31/2023,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,35,124.68,4363.8,1,2,Posted
5907,03/31/2023,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,70,124.68,8727.6,1,2,Posted
5907,03/31/2023,Transfer,D-19200,POP Organic BlackTea 1.8gx100##23,CASE,24,58.53,1404.72,1,2,Posted
5907,03/31/2023,Transfer,K-80027,POP K. GSG Tea 2gx10x10 R/G,CASE,216,127.123,27458.64,1,2,Posted
5907,03/31/2023,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,50,57.276,2863.8,1,2,Posted
5907,03/31/2023,Transfer,F-11148A,POP Honey Loquat Candy 148g,CASE,25,69.888,1747.2,1,2,Posted
5908,05/31/2023,Transfer,D-13300N,POP Green Tea 2gx100 (Japanese S) New##24,BOX,30,1.956,58.68,1,1,Posted
5909,03/31/2023,Transfer,P-AGG30B,Am gsg w/Green tea 30 bag - Box,EACH,600,0.228,136.8,1,2,Posted
5909,03/31/2023,Transfer,P-AGC-GTN,AG Flower Tea - Gold Tray (NEW)(AGC/G/J/R),EACH,1440,0.2,288,1,2,Posted
5913,03/31/2023,Transfer,P-ART-20BN,RT 20 Bags - Box (NEW),EACH,8000,0.198,1584,3,1,Posted
5913,03/31/2023,Transfer,P-ART-20GT,RT 20 Bags - Gold Tray,EACH,8000,0.118,944,3,1,Posted
5914,03/30/2023,Transfer,D-15100N,POP Oolong Tea 1.8gx100 (New)##23,CASE,24,36.6,878.4,1,3,Posted
5914,03/30/2023,Transfer,F-04058,POP Ginger Chews Lychee 4 oz##24,CASE,80,26.36,2108.8,1,3,Posted
5914,03/30/2023,Transfer,D-02030,PG Ban Lan Gen 10's,CASE,50,21.144,1057.2,1,3,Posted
5914,03/30/2023,Transfer,J-40152,POP Honey Crystals 12 oz,CASE,60,29.124,1747.44,1,3,Posted
5914,03/30/2023,Transfer,D-60021,POP Organic Mao Feng Tea 120g,CASE,2,73.725,147.45,1,3,Posted
5914,03/30/2023,Transfer,M-41061,YNBY Toothpaste Mint 100g+30g Free##25,CASE,133,24.636,3276.59,1,3,Posted
5914,03/30/2023,Transfer,M-41062,YNBY Toothpaste Wht 100g+30g Free##25,CASE,133,29.904,3977.23,1,3,Posted
5916,04/05/2023,Transfer,T-42101,Tiger Balm Neck & Shoulder Rub 50g,CASE,300,63.12,18936,3,2,Posted
5917,04/10/2023,Transfer,AC-BK01,AM GSG Root Mixed In Bulk,LB,960,25.02,24019.2,1,3,Posted
